temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
22.61,52.35,139.0,564.0,365.0,680.0,637.0,544.0,150.0
18.93,53.12,84.0,585.0,442.0,741.0,703.0,612.0,113.0
19.36,53.87,86.0,617.0,406.0,752.0,700.0,622.0,108.0
18.68,52.72,88.0,612.0,464.0,756.0,714.0,653.0,95.0
16.89,50.94,118.0,584.0,504.0,746.0,704.0,645.0,110.0
23.36,53.21,75.0,536.0,444.0,680.0,636.0,556.0,139.0
23.79,48.71,136.0,548.0,466.0,707.0,652.0,578.0,130.0
19.28,49.14,106.0,513.0,517.0,714.0,674.0,607.0,118.0
19.24,48.22,102.0,503.0,521.0,704.0,664.0,604.0,129.0
18.64,55.01,115.0,582.0,490.0,732.0,686.0,619.0,109.0
16.95,51.43,104.0,515.0,539.0,728.0,687.0,626.0,112.0
19.58,49.27,95.0,557.0,505.0,748.0,695.0,636.0,125.0
23.09,47.48,156.0,575.0,429.0,709.0,654.0,573.0,138.0
21.42,53.7,142.0,561.0,345.0,679.0,619.0,536.0,139.0
21.74,51.35,123.0,569.0,377.0,688.0,642.0,554.0,150.0
19.2,53.04,106.0,554.0,499.0,752.0,706.0,646.0,101.0
21.25,57.19,85.0,511.0,543.0,729.0,677.0,627.0,93.0
20.31,59.19,43.0,518.0,527.0,694.0,638.0,585.0,170.0
20.17,56.38,116.0,528.0,478.0,684.0,628.0,561.0,143.0
19.15,58.58,97.0,501.0,536.0,688.0,648.0,583.0,113.0
20.12,55.82,140.0,563.0,388.0,708.0,664.0,581.0,129.0
20.32,58.26,113.0,531.0,471.0,701.0,654.0,585.0,114.0
23.16,51.61,99.0,552.0,471.0,728.0,678.0,619.0,104.0
18.26,58.2,25.0,557.0,563.0,756.0,718.0,656.0,83.0
20.25,55.72,72.0,499.0,537.0,715.0,673.0,627.0,115.0
17.51,58.84,110.0,501.0,561.0,726.0,686.0,638.0,102.0
18.4,58.43,121.0,496.0,537.0,699.0,659.0,593.0,143.0
20.98,47.6,110.0,513.0,486.0,707.0,667.0,605.0,140.0
20.91,51.59,116.0,521.0,493.0,712.0,670.0,606.0,112.0
22.92,45.3,103.0,527.0,540.0,724.0,683.0,631.0,118.0
19.27,52.75,110.0,560.0,479.0,726.0,683.0,611.0,106.0
18.97,55.99,120.0,598.0,499.0,739.0,699.0,620.0,100.0
21.45,50.15,65.0,517.0,541.0,743.0,693.0,645.0,97.0
18.56,54.58,117.0,523.0,543.0,738.0,696.0,646.0,107.0
20.08,46.82,107.0,513.0,536.0,717.0,678.0,614.0,125.0
20.96,57.52,135.0,558.0,441.0,704.0,652.0,579.0,117.0
23.55,51.17,68.0,535.0,437.0,695.0,646.0,580.0,150.0
21.54,53.56,119.0,540.0,500.0,713.0,647.0,594.0,133.0
20.03,58.11,73.0,500.0,532.0,709.0,666.0,614.0,123.0
15.82,53.14,118.0,507.0,525.0,712.0,662.0,604.0,115.0
20.01,56.76,115.0,531.0,485.0,703.0,655.0,592.0,108.0
22.55,57.74,162.0,506.0,479.0,633.0,591.0,502.0,194.0
20.46,57.9,71.0,499.0,531.0,710.0,667.0,619.0,120.0
21.91,49.65,113.0,525.0,526.0,718.0,676.0,616.0,122.0
17.79,48.44,109.0,510.0,519.0,725.0,686.0,622.0,113.0
19.96,55.14,68.0,505.0,541.0,720.0,679.0,627.0,113.0
20.61,56.95,122.0,549.0,451.0,712.0,671.0,599.0,114.0
19.23,52.54,118.0,505.0,496.0,701.0,659.0,593.0,124.0
19.38,56.89,103.0,532.0,449.0,673.0,612.0,552.0,144.0
21.61,53.74,60.0,538.0,510.0,720.0,673.0,615.0,113.0
23.1,51.71,110.0,546.0,495.0,719.0,673.0,607.0,115.0
19.02,51.18,91.0,610.0,432.0,756.0,714.0,650.0,95.0
23.21,52.49,99.0,532.0,445.0,688.0,640.0,572.0,116.0
19.96,53.83,105.0,550.0,485.0,735.0,676.0,608.0,98.0
19.94,57.15,56.0,521.0,538.0,732.0,675.0,615.0,99.0
22.34,54.93,107.0,553.0,448.0,697.0,656.0,581.0,120.0
19.07,55.41,49.0,524.0,557.0,759.0,708.0,667.0,99.0
20.28,55.6,105.0,599.0,435.0,710.0,637.0,560.0,124.0
19.93,57.73,71.0,498.0,534.0,713.0,670.0,622.0,119.0
20.05,55.9,128.0,562.0,475.0,725.0,673.0,611.0,108.0
20.27,58.63,72.0,498.0,530.0,704.0,660.0,608.0,126.0
21.18,49.55,84.0,613.0,510.0,747.0,702.0,633.0,108.0
19.72,53.85,84.0,562.0,528.0,742.0,707.0,641.0,90.0
19.89,57.57,135.0,558.0,441.0,703.0,654.0,583.0,127.0
23.46,45.18,109.0,592.0,477.0,726.0,684.0,610.0,107.0
23.11,49.39,102.0,524.0,494.0,709.0,665.0,595.0,117.0
23.0,51.71,114.0,548.0,437.0,730.0,678.0,615.0,114.0
23.48,54.25,149.0,552.0,414.0,657.0,581.0,513.0,159.0
19.29,51.51,123.0,588.0,470.0,723.0,656.0,587.0,120.0
20.43,53.25,174.0,505.0,453.0,673.0,622.0,552.0,177.0
18.3,55.09,117.0,522.0,543.0,737.0,695.0,645.0,107.0
18.68,51.91,120.0,513.0,514.0,685.0,648.0,567.0,128.0
18.97,53.94,104.0,588.0,511.0,745.0,702.0,636.0,93.0
15.06,50.91,86.0,513.0,571.0,733.0,697.0,640.0,105.0
20.22,49.6,106.0,508.0,501.0,702.0,663.0,595.0,119.0
22.73,45.77,85.0,558.0,492.0,743.0,697.0,639.0,106.0
18.28,50.73,112.0,513.0,530.0,718.0,678.0,609.0,113.0
22.42,50.63,100.0,502.0,505.0,689.0,647.0,579.0,117.0
24.12,43.67,111.0,515.0,488.0,649.0,611.0,523.0,163.0
18.17,42.65,82.0,521.0,559.0,753.0,714.0,657.0,96.0
16.5,58.59,83.0,517.0,483.0,703.0,662.0,593.0,151.0
22.98,50.42,110.0,571.0,438.0,701.0,653.0,584.0,137.0
16.45,55.55,75.0,535.0,580.0,741.0,704.0,643.0,86.0
23.64,48.2,127.0,592.0,446.0,723.0,678.0,591.0,122.0
19.71,53.82,69.0,506.0,547.0,731.0,691.0,643.0,105.0
22.68,54.03,94.0,508.0,504.0,717.0,655.0,603.0,119.0
20.05,57.92,71.0,502.0,533.0,715.0,674.0,625.0,111.0
22.69,56.13,128.0,528.0,448.0,666.0,614.0,542.0,131.0
20.04,53.02,95.0,609.0,507.0,750.0,707.0,642.0,105.0
23.22,59.87,321.0,489.0,436.0,626.0,572.0,498.0,248.0
17.02,53.52,117.0,582.0,492.0,731.0,680.0,613.0,129.0
19.93,55.27,74.0,505.0,542.0,725.0,685.0,636.0,106.0
18.84,48.39,93.0,511.0,554.0,715.0,679.0,613.0,103.0
19.46,47.88,108.0,502.0,505.0,718.0,679.0,617.0,109.0
21.05,57.32,114.0,513.0,531.0,743.0,687.0,641.0,100.0
18.7,52.48,103.0,584.0,511.0,741.0,694.0,629.0,106.0
22.92,62.62,505.0,455.0,343.0,516.0,470.0,367.0,718.0
18.5,51.38,123.0,589.0,480.0,751.0,711.0,650.0,96.0
23.38,50.59,111.0,553.0,394.0,725.0,670.0,602.0,116.0
18.85,50.3,85.0,570.0,505.0,749.0,711.0,648.0,92.0
20.12,56.28,129.0,556.0,427.0,708.0,661.0,592.0,126.0
22.33,51.59,109.0,513.0,528.0,734.0,676.0,619.0,116.0
20.74,58.16,43.0,517.0,523.0,697.0,640.0,591.0,166.0
21.86,54.2,124.0,537.0,485.0,696.0,624.0,570.0,150.0
20.46,49.51,128.0,576.0,474.0,720.0,671.0,602.0,137.0
20.33,56.15,74.0,502.0,536.0,716.0,674.0,625.0,114.0
16.48,49.19,97.0,513.0,535.0,726.0,673.0,610.0,117.0
19.32,51.23,111.0,598.0,477.0,739.0,697.0,623.0,113.0
15.5,42.17,70.0,607.0,576.0,784.0,750.0,696.0,104.0
18.38,56.71,111.0,526.0,533.0,722.0,683.0,615.0,107.0
19.74,59.73,143.0,493.0,522.0,687.0,645.0,578.0,147.0
18.82,55.2,48.0,524.0,558.0,761.0,711.0,671.0,97.0
21.32,53.95,121.0,565.0,386.0,692.0,644.0,563.0,155.0
20.73,57.72,42.0,518.0,530.0,700.0,645.0,592.0,161.0
18.72,43.56,61.0,583.0,590.0,781.0,751.0,699.0,83.0
23.64,51.74,70.0,535.0,463.0,687.0,643.0,567.0,131.0
22.93,49.07,101.0,524.0,503.0,705.0,663.0,597.0,117.0
19.39,45.69,91.0,524.0,541.0,717.0,667.0,608.0,131.0
17.02,49.0,104.0,507.0,526.0,716.0,678.0,616.0,106.0
19.12,54.4,112.0,545.0,508.0,723.0,668.0,612.0,132.0
23.91,45.68,112.0,549.0,504.0,741.0,690.0,632.0,111.0
19.98,56.35,50.0,522.0,546.0,743.0,689.0,636.0,93.0
16.0,45.17,65.0,618.0,611.0,790.0,761.0,711.0,82.0
18.94,53.35,77.0,616.0,532.0,760.0,720.0,654.0,112.0
21.03,53.84,47.0,522.0,567.0,739.0,693.0,643.0,99.0
20.05,54.01,114.0,599.0,481.0,736.0,695.0,615.0,105.0
16.66,43.73,66.0,526.0,583.0,772.0,738.0,687.0,92.0
23.38,47.33,115.0,521.0,477.0,702.0,658.0,596.0,119.0
22.04,53.8,146.0,564.0,333.0,682.0,635.0,552.0,144.0
20.72,51.84,115.0,521.0,494.0,713.0,671.0,606.0,112.0
17.38,56.42,117.0,521.0,536.0,727.0,682.0,629.0,121.0
23.08,49.41,93.0,552.0,496.0,732.0,685.0,626.0,105.0
23.65,51.66,99.0,532.0,452.0,687.0,641.0,582.0,117.0
22.92,52.18,109.0,566.0,426.0,649.0,562.0,501.0,194.0
20.63,60.12,48.0,519.0,526.0,692.0,633.0,583.0,176.0
14.69,46.98,73.0,516.0,555.0,749.0,715.0,661.0,105.0
20.73,55.88,74.0,537.0,497.0,724.0,678.0,621.0,112.0
22.66,56.87,238.0,497.0,404.0,633.0,581.0,461.0,241.0
22.04,55.58,103.0,506.0,498.0,720.0,659.0,607.0,116.0
17.95,51.48,109.0,507.0,490.0,690.0,641.0,573.0,146.0
17.14,47.99,80.0,610.0,502.0,770.0,734.0,677.0,87.0
21.31,56.48,69.0,533.0,480.0,697.0,651.0,585.0,131.0
20.0,58.06,114.0,532.0,482.0,703.0,656.0,593.0,111.0
21.44,54.38,99.0,533.0,459.0,696.0,651.0,587.0,108.0
20.63,57.93,46.0,518.0,524.0,697.0,638.0,589.0,159.0
18.66,50.35,105.0,509.0,536.0,724.0,684.0,630.0,108.0
20.34,58.58,126.0,549.0,479.0,720.0,678.0,609.0,109.0
19.51,49.59,112.0,506.0,486.0,679.0,629.0,563.0,161.0
16.03,53.13,118.0,508.0,532.0,726.0,680.0,620.0,114.0
20.17,58.41,72.0,501.0,532.0,706.0,664.0,615.0,119.0
18.54,53.0,103.0,561.0,474.0,687.0,599.0,537.0,115.0
20.25,57.31,44.0,524.0,555.0,748.0,697.0,654.0,91.0
20.22,54.17,117.0,598.0,477.0,735.0,693.0,612.0,106.0
21.65,45.67,114.0,509.0,471.0,708.0,665.0,602.0,123.0
16.33,51.77,110.0,506.0,549.0,744.0,705.0,656.0,102.0
22.56,47.96,106.0,554.0,467.0,733.0,685.0,621.0,114.0
24.18,45.6,110.0,550.0,489.0,738.0,685.0,628.0,109.0
19.98,56.17,69.0,504.0,540.0,721.0,681.0,631.0,110.0
23.08,55.04,246.0,496.0,402.0,634.0,582.0,459.0,272.0
20.44,48.57,119.0,499.0,441.0,685.0,641.0,579.0,137.0
23.16,47.47,140.0,576.0,458.0,698.0,656.0,558.0,113.0
24.08,59.91,435.0,476.0,439.0,601.0,552.0,470.0,267.0
19.86,58.39,75.0,501.0,534.0,711.0,669.0,616.0,116.0
18.77,53.16,108.0,560.0,476.0,712.0,663.0,589.0,114.0
23.04,51.62,108.0,566.0,418.0,644.0,557.0,494.0,192.0
23.31,48.88,94.0,533.0,513.0,721.0,678.0,625.0,100.0
23.46,50.95,143.0,562.0,377.0,674.0,633.0,545.0,141.0
23.32,54.71,115.0,504.0,510.0,713.0,652.0,593.0,117.0
23.29,59.43,311.0,490.0,422.0,625.0,569.0,494.0,243.0
17.8,49.32,92.0,609.0,426.0,762.0,724.0,648.0,94.0
19.28,55.45,76.0,565.0,560.0,753.0,718.0,658.0,100.0
16.14,58.57,96.0,508.0,331.0,551.0,497.0,355.0,143.0
23.96,46.05,90.0,530.0,516.0,726.0,685.0,629.0,107.0
15.97,56.93,63.0,509.0,587.0,731.0,699.0,636.0,116.0
22.26,47.85,141.0,578.0,433.0,703.0,661.0,578.0,117.0
17.98,53.92,117.0,507.0,511.0,713.0,671.0,611.0,117.0
21.12,52.05,102.0,550.0,491.0,732.0,668.0,601.0,101.0
22.5,52.15,95.0,575.0,455.0,693.0,637.0,565.0,108.0
22.92,52.51,112.0,548.0,471.0,697.0,627.0,569.0,115.0
20.23,55.37,72.0,502.0,538.0,719.0,678.0,630.0,111.0
22.69,54.78,121.0,550.0,450.0,699.0,657.0,585.0,128.0
20.11,55.46,69.0,503.0,539.0,717.0,677.0,626.0,112.0
22.26,53.83,104.0,557.0,488.0,724.0,683.0,619.0,106.0
16.0,41.58,76.0,603.0,574.0,788.0,751.0,702.0,113.0
23.0,45.1,112.0,513.0,446.0,693.0,646.0,571.0,155.0
22.4,51.16,101.0,502.0,500.0,684.0,645.0,570.0,113.0
20.16,58.5,72.0,501.0,532.0,706.0,663.0,613.0,119.0
18.52,53.72,119.0,523.0,544.0,746.0,703.0,658.0,103.0
24.56,46.37,96.0,603.0,485.0,729.0,682.0,610.0,116.0
21.03,58.6,113.0,506.0,539.0,722.0,669.0,618.0,98.0
20.79,57.79,192.0,507.0,480.0,675.0,627.0,546.0,169.0
21.41,54.17,144.0,560.0,341.0,675.0,614.0,532.0,141.0
20.27,53.21,61.0,520.0,541.0,754.0,701.0,659.0,102.0
23.84,52.27,70.0,534.0,494.0,709.0,661.0,600.0,124.0
20.02,55.22,66.0,506.0,544.0,726.0,686.0,636.0,101.0
17.48,48.15,62.0,509.0,584.0,761.0,729.0,683.0,86.0
20.09,56.12,85.0,513.0,537.0,744.0,688.0,642.0,104.0
19.9,58.15,64.0,518.0,526.0,719.0,659.0,590.0,109.0
19.78,56.97,72.0,500.0,535.0,714.0,672.0,622.0,112.0
20.03,49.93,107.0,509.0,501.0,702.0,662.0,594.0,118.0
17.18,50.69,105.0,515.0,538.0,728.0,687.0,625.0,112.0
17.99,47.09,82.0,615.0,573.0,784.0,751.0,693.0,83.0
24.05,46.19,99.0,528.0,520.0,719.0,677.0,618.0,113.0
20.01,58.05,114.0,530.0,486.0,704.0,657.0,593.0,110.0
23.31,48.87,104.0,524.0,492.0,705.0,662.0,592.0,117.0
21.16,52.96,99.0,530.0,510.0,717.0,671.0,613.0,108.0
22.92,52.11,109.0,566.0,426.0,649.0,562.0,501.0,194.0
20.18,57.92,77.0,502.0,533.0,710.0,668.0,616.0,117.0
20.22,47.05,105.0,512.0,520.0,714.0,675.0,610.0,113.0
21.24,56.89,110.0,513.0,518.0,724.0,664.0,607.0,107.0
19.32,47.06,104.0,503.0,513.0,722.0,683.0,623.0,108.0
19.5,49.86,112.0,512.0,492.0,688.0,633.0,557.0,132.0
20.33,58.61,43.0,519.0,531.0,703.0,646.0,599.0,149.0
18.37,55.95,99.0,604.0,496.0,741.0,699.0,623.0,104.0
19.6,53.33,114.0,503.0,498.0,678.0,625.0,562.0,177.0
18.09,56.7,102.0,555.0,499.0,712.0,646.0,582.0,124.0
17.61,52.1,71.0,509.0,547.0,734.0,697.0,643.0,94.0
20.07,51.3,111.0,525.0,524.0,725.0,686.0,622.0,114.0
18.59,55.17,121.0,581.0,489.0,732.0,686.0,618.0,109.0
21.82,45.58,115.0,517.0,495.0,705.0,658.0,598.0,132.0
24.01,49.22,114.0,550.0,459.0,732.0,682.0,621.0,116.0
26.12,47.75,196.0,506.0,428.0,623.0,567.0,487.0,236.0
23.51,51.87,122.0,536.0,450.0,660.0,570.0,523.0,173.0
18.72,47.75,83.0,617.0,536.0,782.0,742.0,684.0,130.0
18.33,52.29,118.0,513.0,519.0,691.0,653.0,574.0,126.0
21.77,55.94,112.0,514.0,535.0,747.0,691.0,643.0,99.0
20.5,58.57,46.0,518.0,529.0,701.0,641.0,595.0,157.0
21.72,47.63,110.0,500.0,466.0,660.0,581.0,527.0,221.0
23.65,48.66,110.0,543.0,483.0,717.0,665.0,609.0,136.0
19.32,47.54,105.0,506.0,503.0,711.0,671.0,611.0,130.0
21.04,47.92,114.0,581.0,439.0,714.0,668.0,598.0,137.0
24.07,47.27,127.0,511.0,452.0,622.0,546.0,487.0,228.0
15.61,58.27,71.0,509.0,580.0,745.0,708.0,660.0,104.0
21.94,57.71,117.0,528.0,434.0,629.0,590.0,493.0,141.0
22.8,50.19,101.0,526.0,496.0,708.0,666.0,598.0,118.0
20.19,49.91,117.0,505.0,471.0,682.0,640.0,562.0,153.0
23.52,51.18,119.0,537.0,464.0,698.0,646.0,581.0,161.0
20.82,59.11,133.0,494.0,507.0,647.0,615.0,526.0,118.0
20.54,52.5,59.0,521.0,543.0,754.0,702.0,662.0,102.0
20.18,55.59,133.0,562.0,379.0,693.0,639.0,559.0,126.0
20.59,48.65,116.0,590.0,419.0,739.0,696.0,632.0,102.0
17.91,52.97,116.0,514.0,525.0,698.0,660.0,585.0,122.0
18.52,55.55,45.0,525.0,561.0,763.0,714.0,674.0,96.0
14.62,52.75,114.0,507.0,568.0,737.0,695.0,639.0,104.0
18.93,45.66,74.0,574.0,551.0,771.0,737.0,672.0,91.0
20.6,43.7,97.0,597.0,520.0,744.0,702.0,632.0,97.0
21.01,46.36,113.0,510.0,453.0,703.0,662.0,598.0,123.0
22.11,54.47,117.0,543.0,462.0,714.0,666.0,599.0,115.0
17.09,42.71,60.0,630.0,608.0,799.0,771.0,723.0,77.0
20.68,53.57,113.0,597.0,461.0,730.0,687.0,603.0,111.0
23.58,57.57,357.0,485.0,439.0,625.0,577.0,497.0,235.0
23.0,47.83,103.0,583.0,486.0,735.0,695.0,631.0,102.0
14.44,44.64,64.0,519.0,591.0,769.0,736.0,682.0,98.0
22.25,49.63,101.0,536.0,526.0,767.0,719.0,651.0,125.0
23.66,51.27,161.0,547.0,444.0,708.0,664.0,599.0,111.0
20.0,58.35,78.0,533.0,485.0,713.0,666.0,606.0,113.0
20.17,53.39,119.0,543.0,496.0,708.0,660.0,589.0,134.0
18.5,57.34,23.0,558.0,582.0,755.0,716.0,665.0,87.0
18.77,48.59,70.0,623.0,557.0,778.0,745.0,686.0,84.0
17.8,39.57,66.0,625.0,561.0,799.0,769.0,712.0,96.0
20.44,58.49,74.0,497.0,533.0,705.0,662.0,612.0,128.0
18.18,47.84,94.0,603.0,531.0,765.0,727.0,664.0,85.0
20.15,55.36,72.0,501.0,539.0,722.0,681.0,633.0,110.0
23.23,48.68,106.0,581.0,482.0,731.0,690.0,625.0,104.0
25.1,47.98,120.0,576.0,447.0,710.0,667.0,593.0,109.0
22.84,50.27,140.0,501.0,461.0,677.0,630.0,561.0,154.0
19.66,52.54,115.0,523.0,527.0,727.0,686.0,627.0,115.0
21.43,60.74,137.0,507.0,501.0,728.0,661.0,594.0,138.0
18.54,54.24,134.0,514.0,498.0,699.0,653.0,589.0,148.0
19.74,55.77,105.0,550.0,491.0,737.0,690.0,633.0,96.0
18.98,55.53,114.0,573.0,441.0,721.0,677.0,608.0,133.0
19.58,54.97,122.0,565.0,481.0,720.0,667.0,603.0,116.0
19.46,53.78,112.0,545.0,510.0,731.0,684.0,625.0,118.0
23.75,50.37,132.0,564.0,413.0,682.0,604.0,537.0,129.0
22.39,53.79,105.0,556.0,488.0,723.0,682.0,617.0,105.0
16.71,49.75,80.0,517.0,550.0,730.0,686.0,624.0,111.0
21.28,49.97,100.0,564.0,454.0,738.0,696.0,639.0,108.0
20.34,52.7,58.0,521.0,542.0,754.0,701.0,662.0,103.0
19.05,56.18,111.0,525.0,519.0,700.0,664.0,583.0,115.0
18.88,55.37,82.0,538.0,510.0,734.0,695.0,627.0,100.0
15.9,58.13,63.0,510.0,587.0,738.0,705.0,645.0,109.0
19.54,52.79,109.0,559.0,476.0,725.0,680.0,609.0,108.0
20.16,58.68,127.0,550.0,482.0,724.0,683.0,617.0,110.0
20.44,55.65,141.0,562.0,365.0,688.0,632.0,549.0,128.0
15.14,51.05,108.0,510.0,562.0,744.0,703.0,654.0,105.0
23.38,47.16,92.0,530.0,516.0,727.0,685.0,628.0,107.0
20.02,55.89,138.0,562.0,390.0,697.0,644.0,566.0,123.0
19.06,57.35,145.0,563.0,431.0,726.0,683.0,614.0,119.0
19.17,54.14,87.0,584.0,444.0,728.0,686.0,613.0,108.0
20.66,46.28,109.0,583.0,455.0,724.0,681.0,610.0,137.0
16.04,42.07,62.0,516.0,583.0,767.0,735.0,677.0,89.0
20.41,57.52,71.0,499.0,533.0,711.0,669.0,620.0,121.0
21.88,52.44,226.0,495.0,415.0,644.0,592.0,516.0,214.0
19.8,57.19,71.0,498.0,536.0,713.0,671.0,623.0,118.0
18.22,48.29,104.0,503.0,530.0,730.0,691.0,635.0,100.0
23.25,50.01,120.0,577.0,433.0,709.0,665.0,587.0,111.0
19.55,56.39,110.0,601.0,459.0,720.0,655.0,578.0,115.0
20.04,50.46,115.0,512.0,482.0,702.0,661.0,595.0,130.0
20.59,59.51,46.0,518.0,525.0,691.0,631.0,580.0,177.0
21.85,54.79,134.0,560.0,419.0,693.0,630.0,562.0,129.0
20.44,56.36,131.0,560.0,468.0,718.0,671.0,602.0,107.0
22.62,42.47,109.0,510.0,493.0,717.0,675.0,617.0,128.0
22.9,52.58,121.0,543.0,482.0,715.0,666.0,600.0,125.0
23.42,52.32,123.0,561.0,479.0,705.0,645.0,579.0,123.0
23.36,52.16,112.0,545.0,484.0,713.0,668.0,602.0,122.0
23.46,43.56,89.0,606.0,497.0,741.0,701.0,629.0,102.0
20.46,58.73,42.0,518.0,527.0,699.0,641.0,590.0,157.0
21.13,49.16,129.0,504.0,527.0,702.0,663.0,595.0,116.0
15.99,50.29,100.0,508.0,563.0,741.0,704.0,651.0,105.0
17.03,51.42,110.0,515.0,532.0,731.0,685.0,622.0,113.0
21.58,47.87,115.0,513.0,463.0,683.0,619.0,555.0,142.0
14.68,51.66,110.0,507.0,575.0,747.0,708.0,656.0,103.0
18.96,46.43,80.0,518.0,523.0,721.0,685.0,620.0,128.0
15.11,47.01,94.0,512.0,556.0,743.0,699.0,643.0,128.0
20.73,58.43,47.0,519.0,521.0,694.0,634.0,582.0,163.0
23.69,46.24,157.0,565.0,433.0,705.0,658.0,584.0,163.0
18.54,42.37,59.0,572.0,558.0,783.0,745.0,692.0,101.0
20.63,53.66,102.0,549.0,470.0,731.0,667.0,600.0,101.0
18.51,51.85,55.0,547.0,571.0,755.0,719.0,657.0,86.0
23.03,46.38,107.0,597.0,465.0,733.0,690.0,618.0,171.0
17.47,43.86,91.0,518.0,555.0,754.0,713.0,660.0,107.0
20.2,56.9,47.0,524.0,547.0,743.0,690.0,642.0,92.0
23.42,45.77,108.0,595.0,375.0,721.0,673.0,561.0,220.0
23.13,48.55,131.0,591.0,453.0,725.0,681.0,594.0,123.0
23.95,49.18,93.0,535.0,468.0,708.0,661.0,603.0,107.0
20.22,57.23,46.0,524.0,548.0,743.0,690.0,643.0,91.0
20.19,58.53,72.0,516.0,511.0,706.0,644.0,566.0,119.0
20.21,58.9,275.0,495.0,479.0,644.0,593.0,516.0,199.0
17.72,55.28,122.0,591.0,501.0,743.0,702.0,633.0,100.0
20.22,56.8,117.0,555.0,470.0,707.0,647.0,579.0,114.0
23.6,44.92,118.0,515.0,448.0,670.0,624.0,553.0,163.0
22.73,54.08,68.0,533.0,470.0,696.0,649.0,582.0,154.0
19.26,49.6,120.0,580.0,470.0,737.0,695.0,629.0,115.0
17.93,48.62,61.0,509.0,579.0,756.0,723.0,673.0,89.0
19.47,51.2,118.0,592.0,456.0,745.0,703.0,637.0,113.0
17.88,52.78,114.0,593.0,485.0,757.0,716.0,657.0,101.0
20.16,45.49,83.0,527.0,481.0,720.0,679.0,606.0,121.0
22.56,49.92,133.0,502.0,472.0,680.0,635.0,566.0,151.0
20.21,56.7,72.0,497.0,538.0,712.0,671.0,619.0,118.0
24.35,46.1,115.0,580.0,460.0,725.0,681.0,614.0,105.0
21.19,47.94,114.0,597.0,450.0,736.0,692.0,621.0,157.0
20.83,55.24,53.0,522.0,535.0,743.0,689.0,645.0,103.0
22.88,50.16,101.0,526.0,493.0,711.0,668.0,597.0,121.0
16.22,51.22,105.0,507.0,550.0,710.0,661.0,596.0,111.0
15.53,58.58,72.0,508.0,581.0,746.0,709.0,662.0,104.0
18.8,56.55,108.0,555.0,493.0,712.0,665.0,592.0,121.0
17.91,52.35,123.0,589.0,486.0,749.0,710.0,647.0,94.0
19.73,54.54,112.0,516.0,548.0,722.0,676.0,606.0,218.0
19.94,58.96,130.0,550.0,487.0,727.0,685.0,621.0,109.0
21.08,56.15,135.0,559.0,448.0,706.0,646.0,580.0,121.0
16.49,43.97,79.0,607.0,453.0,777.0,738.0,652.0,106.0
18.14,53.75,102.0,561.0,490.0,707.0,632.0,565.0,116.0
16.99,51.37,108.0,515.0,532.0,729.0,683.0,620.0,114.0
20.34,57.64,76.0,532.0,483.0,710.0,662.0,602.0,116.0
20.92,58.67,48.0,518.0,525.0,693.0,632.0,581.0,177.0
18.05,53.64,110.0,597.0,448.0,728.0,688.0,602.0,96.0
21.87,46.5,114.0,507.0,468.0,675.0,632.0,562.0,126.0
16.5,55.08,71.0,615.0,587.0,779.0,747.0,688.0,107.0
18.53,45.7,102.0,590.0,485.0,738.0,697.0,630.0,126.0
23.43,56.01,314.0,491.0,450.0,640.0,591.0,515.0,214.0
20.34,56.87,70.0,503.0,536.0,715.0,673.0,622.0,112.0
18.28,58.29,25.0,556.0,565.0,754.0,717.0,655.0,84.0
24.41,42.96,121.0,587.0,459.0,730.0,686.0,620.0,116.0
22.74,49.35,133.0,574.0,459.0,711.0,665.0,593.0,128.0
20.94,54.52,107.0,600.0,414.0,703.0,626.0,548.0,129.0
18.92,51.94,108.0,554.0,510.0,753.0,706.0,653.0,96.0
17.99,52.79,117.0,515.0,524.0,697.0,659.0,583.0,123.0
20.15,58.79,74.0,498.0,530.0,704.0,660.0,607.0,128.0
19.58,58.89,155.0,517.0,503.0,699.0,652.0,584.0,138.0
18.08,53.28,121.0,591.0,457.0,697.0,659.0,560.0,102.0
21.12,49.36,131.0,503.0,469.0,684.0,643.0,570.0,153.0
18.27,55.74,108.0,503.0,487.0,664.0,607.0,540.0,223.0
20.13,56.16,71.0,500.0,537.0,717.0,676.0,628.0,112.0
17.41,55.87,113.0,523.0,536.0,731.0,686.0,637.0,112.0
22.88,52.75,112.0,539.0,472.0,702.0,650.0,586.0,160.0
19.34,53.03,112.0,560.0,477.0,724.0,679.0,607.0,107.0
18.36,51.24,79.0,600.0,565.0,765.0,730.0,673.0,92.0
20.22,50.12,102.0,504.0,477.0,702.0,659.0,595.0,129.0
19.57,53.71,150.0,510.0,476.0,685.0,637.0,570.0,158.0
20.05,55.91,109.0,546.0,482.0,736.0,690.0,630.0,101.0
18.4,49.19,82.0,562.0,527.0,752.0,700.0,641.0,119.0
20.84,51.95,135.0,511.0,480.0,679.0,629.0,559.0,260.0
22.62,53.86,117.0,552.0,465.0,704.0,663.0,584.0,116.0
18.06,52.04,96.0,526.0,543.0,735.0,694.0,636.0,108.0
23.6,53.76,128.0,527.0,449.0,668.0,616.0,544.0,130.0
21.48,49.54,104.0,523.0,482.0,704.0,659.0,596.0,141.0
23.86,43.74,89.0,607.0,498.0,756.0,716.0,650.0,106.0
