Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.228,0.122,239.23,1.0,0.0,1.0,1.0
0.106,0.0,240.48,0.4,0.0,0.0,0.0
0.61,0.114,241.54,2.6,0.0,2.0,0.0
1.486,0.102,243.13,6.0,0.0,0.0,19.0
0.158,0.122,240.34,0.8,0.0,0.0,0.0
0.986,0.176,244.7,4.2,0.0,0.0,0.0
1.378,0.084,239.58,5.6,0.0,1.0,18.0
1.8,0.248,246.15,7.2,0.0,2.0,19.0
1.442,0.0,233.61,6.0,0.0,0.0,17.0
1.222,0.0,234.88,5.2,0.0,0.0,18.0
0.268,0.062,242.11,1.2,0.0,0.0,0.0
2.082,0.318,231.87,9.0,0.0,1.0,0.0
1.262,0.058,247.18,5.2,0.0,0.0,0.0
1.466,0.134,240.56,6.0,0.0,0.0,18.0
0.152,0.0,243.29,0.6,0.0,0.0,0.0
0.436,0.3,242.06,2.2,0.0,0.0,0.0
1.434,0.082,241.53,5.8,0.0,0.0,18.0
1.68,0.094,236.78,7.0,0.0,0.0,1.0
0.298,0.0,244.31,1.2,0.0,0.0,0.0
0.204,0.098,237.98,1.0,0.0,0.0,0.0
3.534,0.328,238.28,14.8,39.0,0.0,0.0
1.842,0.31,237.37,7.8,0.0,1.0,17.0
0.378,0.346,242.3,2.0,0.0,1.0,0.0
0.082,0.0,242.27,0.2,0.0,0.0,1.0
0.18,0.094,234.87,0.8,0.0,0.0,0.0
0.294,0.118,235.73,1.4,0.0,1.0,0.0
0.432,0.234,242.42,2.0,0.0,1.0,0.0
0.364,0.146,235.42,1.8,0.0,1.0,0.0
2.18,0.078,246.32,8.8,0.0,0.0,19.0
3.24,0.258,238.3,13.8,0.0,31.0,18.0
0.22,0.0,240.68,1.0,0.0,0.0,0.0
1.87,0.064,238.76,7.8,0.0,0.0,0.0
4.772,0.252,236.72,20.0,2.0,74.0,0.0
2.458,0.118,242.11,10.0,0.0,1.0,0.0
1.92,0.246,241.33,8.0,0.0,0.0,18.0
0.328,0.104,240.67,1.4,0.0,1.0,1.0
2.148,0.082,244.01,8.8,0.0,0.0,0.0
1.748,0.244,239.26,7.8,0.0,1.0,18.0
1.526,0.186,241.35,6.2,0.0,0.0,19.0
0.266,0.276,240.77,1.6,0.0,2.0,1.0
1.338,0.064,236.51,5.6,0.0,0.0,17.0
0.272,0.164,244.41,1.4,0.0,2.0,1.0
0.42,0.308,242.72,2.0,0.0,2.0,1.0
0.348,0.272,242.51,1.8,0.0,2.0,1.0
0.228,0.124,242.0,1.0,0.0,0.0,0.0
1.432,0.192,241.06,6.0,0.0,0.0,18.0
2.094,0.21,238.54,8.8,0.0,0.0,0.0
0.34,0.098,245.04,1.4,0.0,0.0,0.0
1.49,0.05,241.24,6.0,0.0,0.0,19.0
1.524,0.0,241.85,6.2,0.0,0.0,19.0
2.978,0.106,237.59,12.4,0.0,0.0,17.0
0.194,0.156,242.78,1.0,0.0,0.0,1.0
0.33,0.08,241.21,1.4,0.0,0.0,1.0
1.278,0.0,240.41,5.2,0.0,0.0,18.0
3.406,0.108,239.94,14.2,0.0,1.0,18.0
0.348,0.196,240.37,1.6,0.0,2.0,1.0
1.124,0.0,235.18,4.8,0.0,0.0,17.0
0.312,0.234,244.96,1.6,0.0,0.0,0.0
0.29,0.066,242.02,1.2,0.0,0.0,0.0
2.238,0.51,234.91,10.0,0.0,1.0,0.0
3.444,0.188,233.19,14.6,36.0,0.0,17.0
0.148,0.0,242.34,0.6,0.0,0.0,1.0
0.174,0.148,239.59,0.8,0.0,0.0,1.0
0.252,0.05,243.29,1.2,0.0,0.0,1.0
1.726,0.322,237.36,7.4,0.0,1.0,18.0
0.126,0.0,240.25,0.6,0.0,0.0,0.0
1.05,0.134,237.75,4.6,0.0,1.0,0.0
1.976,0.06,241.4,8.2,0.0,0.0,18.0
0.334,0.064,240.19,1.4,0.0,0.0,0.0
0.16,0.144,242.3,0.8,0.0,1.0,1.0
0.87,0.116,240.71,3.6,0.0,1.0,0.0
1.67,0.432,240.83,7.2,0.0,0.0,1.0
1.52,0.224,238.85,6.4,0.0,0.0,1.0
0.232,0.102,241.05,1.0,0.0,1.0,1.0
0.304,0.216,236.16,1.6,0.0,0.0,0.0
0.314,0.21,239.41,1.6,0.0,1.0,1.0
1.808,0.086,236.41,7.6,0.0,0.0,17.0
1.458,0.052,241.43,6.0,0.0,0.0,18.0
0.81,0.198,238.58,3.4,0.0,0.0,1.0
2.526,0.1,238.48,10.6,0.0,0.0,18.0
0.302,0.254,241.73,1.6,0.0,1.0,0.0
0.43,0.072,243.58,2.0,0.0,0.0,0.0
1.798,0.14,238.29,7.6,0.0,1.0,1.0
0.556,0.05,241.45,2.4,0.0,1.0,1.0
0.34,0.0,233.74,1.8,0.0,0.0,0.0
0.198,0.134,240.9,1.0,0.0,0.0,0.0
2.484,0.114,241.93,10.2,1.0,1.0,19.0
0.622,0.104,241.51,2.6,0.0,0.0,1.0
0.244,0.1,241.13,1.0,0.0,1.0,1.0
2.458,0.112,245.33,10.0,0.0,0.0,0.0
2.886,0.188,238.2,12.2,0.0,1.0,17.0
2.232,0.11,237.63,9.4,0.0,0.0,18.0
0.348,0.0,243.93,1.4,0.0,0.0,0.0
1.206,0.062,240.53,5.0,0.0,0.0,18.0
0.438,0.22,246.98,2.0,0.0,1.0,1.0
1.912,0.0,244.81,7.8,0.0,1.0,19.0
2.778,0.596,240.55,12.0,0.0,0.0,18.0
0.292,0.096,242.89,1.2,0.0,1.0,0.0
0.43,0.19,242.7,1.8,0.0,0.0,0.0
0.236,0.11,242.17,1.0,0.0,2.0,0.0
1.206,0.048,231.83,5.2,0.0,0.0,16.0
0.188,0.0,241.02,0.8,0.0,0.0,1.0
2.312,0.0,237.21,9.6,0.0,0.0,17.0
0.11,0.0,245.08,0.4,0.0,0.0,0.0
1.77,0.0,237.16,7.4,0.0,0.0,17.0
0.65,0.094,243.96,2.6,0.0,0.0,0.0
0.228,0.0,242.5,1.0,0.0,0.0,0.0
1.438,0.0,238.48,6.0,0.0,0.0,0.0
0.534,0.232,243.09,2.6,0.0,0.0,1.0
0.428,0.24,242.06,2.0,0.0,0.0,0.0
0.14,0.0,242.63,0.6,0.0,0.0,1.0
0.202,0.11,242.87,0.8,0.0,1.0,1.0
3.078,0.342,239.77,13.0,0.0,2.0,18.0
0.326,0.146,244.83,1.4,0.0,0.0,0.0
0.336,0.222,240.78,1.6,0.0,2.0,0.0
1.794,0.152,236.94,7.6,0.0,0.0,18.0
1.334,0.0,242.17,5.4,0.0,0.0,18.0
1.756,0.09,238.3,7.4,0.0,0.0,18.0
1.72,0.0,237.92,7.2,0.0,0.0,18.0
2.83,0.116,238.33,12.6,0.0,0.0,17.0
1.782,0.094,236.01,7.4,0.0,2.0,17.0
1.32,0.118,238.33,5.4,1.0,0.0,18.0
1.812,0.15,247.99,7.2,1.0,0.0,0.0
0.768,0.066,242.16,3.2,0.0,0.0,0.0
1.62,0.0,240.81,6.6,0.0,0.0,18.0
0.26,0.0,241.45,1.0,0.0,0.0,0.0
1.13,0.122,239.76,4.6,0.0,2.0,1.0
1.358,0.208,239.38,5.6,0.0,2.0,18.0
0.294,0.11,241.58,1.4,0.0,0.0,0.0
0.208,0.056,241.46,0.8,0.0,0.0,0.0
1.508,0.14,240.18,6.2,0.0,0.0,19.0
0.284,0.0,247.07,1.2,0.0,0.0,0.0
0.316,0.1,245.12,1.4,0.0,0.0,0.0
1.262,0.082,236.64,5.2,0.0,0.0,17.0
0.268,0.072,243.44,1.2,0.0,0.0,0.0
3.498,0.412,238.77,14.8,0.0,26.0,18.0
0.48,0.176,243.03,2.0,0.0,0.0,0.0
0.138,0.0,236.9,0.6,0.0,0.0,0.0
0.408,0.22,246.12,1.8,0.0,0.0,0.0
1.31,0.0,240.93,5.4,0.0,0.0,19.0
1.588,0.078,238.95,6.6,0.0,0.0,17.0
1.434,0.07,243.91,5.8,0.0,0.0,19.0
0.302,0.156,240.43,1.4,0.0,1.0,1.0
1.552,0.048,240.1,6.4,0.0,0.0,18.0
0.352,0.0,244.03,1.4,0.0,0.0,1.0
3.51,0.0,234.33,14.8,37.0,0.0,17.0
2.52,0.11,239.8,10.4,0.0,1.0,0.0
0.448,0.098,239.71,2.2,0.0,0.0,0.0
2.188,0.056,241.77,9.0,0.0,0.0,18.0
0.384,0.098,241.61,1.8,0.0,0.0,1.0
1.792,0.296,239.38,7.8,0.0,1.0,23.0
1.39,0.046,244.33,5.6,0.0,0.0,19.0
0.282,0.202,237.74,1.4,0.0,0.0,0.0
0.396,0.218,242.95,1.8,0.0,1.0,0.0
1.438,0.206,241.05,6.0,0.0,0.0,19.0
0.272,0.118,240.72,1.2,0.0,1.0,0.0
0.912,0.186,240.57,4.0,0.0,1.0,10.0
1.26,0.0,239.22,5.2,0.0,0.0,0.0
0.498,0.05,245.55,2.2,0.0,0.0,0.0
0.808,0.272,244.3,3.4,1.0,2.0,0.0
0.288,0.132,243.28,1.2,0.0,0.0,0.0
0.278,0.12,242.33,1.4,0.0,0.0,0.0
0.352,0.22,241.47,1.6,0.0,1.0,0.0
0.406,0.186,241.94,1.8,0.0,0.0,1.0
1.026,0.242,235.97,4.6,0.0,0.0,6.0
0.628,0.15,245.26,2.6,0.0,0.0,1.0
0.348,0.102,242.27,1.6,0.0,0.0,0.0
0.41,0.36,240.77,2.2,0.0,1.0,1.0
0.274,0.206,238.72,1.4,0.0,1.0,0.0
1.618,0.0,246.86,6.8,0.0,0.0,0.0
0.554,0.112,235.13,2.4,0.0,0.0,0.0
1.53,0.0,241.27,6.4,0.0,0.0,1.0
1.44,0.112,244.22,5.8,0.0,0.0,19.0
0.412,0.122,249.2,1.6,0.0,2.0,0.0
1.256,0.072,239.49,5.2,0.0,0.0,18.0
0.954,0.076,243.38,3.8,0.0,0.0,1.0
0.446,0.282,234.77,2.2,0.0,2.0,0.0
0.444,0.196,240.32,2.0,0.0,1.0,0.0
3.994,0.498,237.39,17.0,0.0,1.0,18.0
1.198,0.206,240.91,5.4,1.0,1.0,1.0
4.452,0.266,237.32,18.8,0.0,2.0,0.0
2.338,0.362,237.01,10.0,0.0,0.0,29.0
1.234,0.122,233.77,5.2,0.0,1.0,16.0
0.338,0.096,244.32,1.4,0.0,2.0,1.0
0.406,0.0,249.23,1.6,0.0,0.0,0.0
0.294,0.0,246.12,1.4,0.0,0.0,0.0
1.602,0.138,241.11,6.6,2.0,0.0,0.0
0.376,0.29,240.24,2.0,0.0,1.0,1.0
0.386,0.138,239.39,2.0,0.0,1.0,2.0
2.194,0.046,239.17,9.2,0.0,2.0,17.0
1.354,0.184,236.85,5.6,0.0,1.0,18.0
0.338,0.088,240.03,1.4,0.0,0.0,0.0
1.272,0.0,239.08,5.2,0.0,0.0,17.0
0.284,0.0,243.46,1.2,0.0,0.0,0.0
0.734,0.208,241.83,3.2,0.0,0.0,0.0
0.394,0.15,235.5,1.8,0.0,0.0,0.0
0.266,0.0,242.89,1.0,0.0,0.0,0.0
0.26,0.0,242.33,1.0,0.0,0.0,1.0
0.424,0.278,249.0,2.0,0.0,1.0,1.0
0.488,0.112,237.85,2.0,0.0,0.0,0.0
2.398,0.07,239.31,10.6,7.0,0.0,18.0
1.404,0.304,239.2,6.0,0.0,0.0,18.0
0.348,0.254,243.66,1.8,0.0,1.0,1.0
0.212,0.0,242.6,0.8,0.0,0.0,0.0
0.168,0.0,240.38,0.8,0.0,0.0,0.0
0.124,0.0,241.88,0.6,0.0,0.0,0.0
3.13,0.0,242.21,13.6,0.0,0.0,0.0
4.06,0.124,245.35,16.4,2.0,39.0,19.0
0.21,0.116,241.24,1.0,0.0,1.0,0.0
2.954,0.0,239.08,12.4,0.0,0.0,18.0
1.792,0.0,240.33,7.4,0.0,1.0,18.0
1.496,0.0,245.12,6.0,0.0,1.0,19.0
0.442,0.106,244.94,2.0,0.0,0.0,0.0
1.004,0.06,241.25,4.2,0.0,0.0,0.0
0.22,0.0,242.43,0.8,0.0,0.0,0.0
0.216,0.0,240.9,0.8,0.0,0.0,0.0
0.138,0.0,243.66,0.6,0.0,0.0,1.0
0.384,0.0,246.98,1.6,0.0,0.0,0.0
3.402,0.492,240.18,14.2,0.0,0.0,17.0
1.602,0.184,242.25,6.6,1.0,1.0,18.0
1.388,0.084,241.18,5.6,0.0,2.0,17.0
1.45,0.0,239.47,6.8,0.0,0.0,18.0
0.66,0.364,231.91,3.4,0.0,0.0,0.0
0.318,0.244,239.08,1.6,0.0,1.0,1.0
2.578,0.246,236.4,10.8,0.0,2.0,18.0
2.608,0.104,237.29,11.0,0.0,1.0,18.0
1.99,0.108,236.14,8.4,0.0,0.0,17.0
0.318,0.0,239.46,1.4,0.0,0.0,0.0
0.702,0.0,236.23,3.0,1.0,0.0,0.0
3.014,0.296,237.29,12.8,36.0,0.0,1.0
2.144,0.37,240.46,9.2,0.0,1.0,18.0
0.21,0.048,237.57,0.8,0.0,0.0,0.0
0.242,0.058,246.27,1.0,0.0,0.0,0.0
0.296,0.07,238.66,1.2,0.0,0.0,0.0
1.534,0.222,246.0,6.2,0.0,0.0,19.0
0.248,0.0,239.07,1.0,0.0,0.0,1.0
1.828,0.31,238.84,7.8,0.0,1.0,0.0
0.402,0.236,239.37,2.0,0.0,2.0,0.0
0.358,0.084,246.88,1.6,0.0,1.0,0.0
0.118,0.0,235.86,0.6,0.0,1.0,0.0
1.116,0.278,240.8,4.8,0.0,0.0,11.0
0.15,0.0,231.74,0.8,0.0,0.0,0.0
1.632,0.37,241.48,7.0,0.0,15.0,0.0
0.32,0.084,242.04,1.4,0.0,0.0,0.0
4.502,0.104,244.57,18.4,40.0,0.0,19.0
0.434,0.076,239.26,1.8,0.0,2.0,1.0
0.188,0.0,246.29,0.8,0.0,0.0,1.0
0.246,0.122,242.54,1.0,0.0,1.0,1.0
0.382,0.078,246.62,1.6,0.0,0.0,0.0
1.514,0.0,249.48,6.0,0.0,0.0,19.0
0.148,0.0,241.6,0.8,0.0,0.0,0.0
0.242,0.12,241.77,1.0,0.0,1.0,0.0
0.26,0.06,241.01,1.2,0.0,0.0,0.0
0.33,0.11,244.23,1.4,0.0,1.0,0.0
0.786,0.332,243.2,3.4,0.0,0.0,0.0
0.806,0.05,241.07,3.2,0.0,0.0,1.0
0.608,0.0,232.89,2.6,0.0,4.0,0.0
1.436,0.0,244.03,5.8,0.0,0.0,19.0
0.886,0.0,239.16,3.6,0.0,0.0,1.0
0.08,0.0,239.73,0.2,0.0,0.0,0.0
0.492,0.242,241.52,2.2,0.0,0.0,1.0
0.436,0.0,239.86,2.0,0.0,0.0,0.0
4.692,0.164,235.81,20.8,29.0,0.0,17.0
2.108,0.302,241.21,8.8,0.0,1.0,19.0
0.232,0.052,239.47,1.2,0.0,0.0,1.0
0.748,0.19,239.31,3.2,0.0,0.0,0.0
0.402,0.22,242.04,2.0,0.0,0.0,1.0
3.736,0.128,237.46,15.6,37.0,0.0,0.0
0.36,0.196,240.81,1.6,0.0,1.0,0.0
1.638,0.198,237.02,7.0,0.0,1.0,18.0
0.472,0.058,244.54,2.2,0.0,0.0,0.0
0.15,0.0,241.19,0.6,0.0,0.0,1.0
1.378,0.874,242.14,7.2,0.0,3.0,1.0
0.28,0.05,243.58,1.2,0.0,0.0,0.0
1.364,0.068,239.79,5.6,0.0,0.0,18.0
0.104,0.0,242.47,0.4,0.0,0.0,0.0
0.982,0.1,238.88,4.0,0.0,0.0,0.0
0.23,0.106,240.02,1.0,0.0,2.0,0.0
0.174,0.0,240.75,0.8,0.0,0.0,1.0
1.562,0.0,239.21,6.6,0.0,0.0,17.0
0.822,0.106,241.53,3.4,0.0,0.0,0.0
0.732,0.06,240.62,3.0,0.0,0.0,1.0
0.276,0.106,242.37,1.2,0.0,0.0,0.0
0.3,0.05,242.6,1.2,0.0,1.0,0.0
0.254,0.0,242.99,1.0,0.0,0.0,1.0
0.976,0.516,240.94,5.6,0.0,0.0,0.0
0.424,0.108,247.49,1.8,0.0,0.0,1.0
0.582,0.198,242.94,2.8,0.0,0.0,6.0
1.54,0.142,238.73,6.4,0.0,0.0,0.0
0.362,0.086,242.0,1.6,0.0,0.0,1.0
0.206,0.098,235.88,1.0,0.0,0.0,0.0
3.056,0.12,238.66,13.6,18.0,0.0,17.0
1.412,0.08,239.12,5.8,0.0,0.0,17.0
0.254,0.122,241.2,1.2,0.0,0.0,1.0
0.272,0.174,233.9,1.4,0.0,0.0,0.0
0.332,0.06,236.24,1.4,0.0,0.0,0.0
0.266,0.054,241.45,1.2,0.0,0.0,0.0
0.218,0.0,241.38,1.0,0.0,1.0,0.0
1.12,0.15,236.57,4.8,0.0,1.0,1.0
1.292,0.254,239.87,5.4,0.0,0.0,0.0
1.674,0.216,240.12,7.0,0.0,1.0,19.0
1.536,0.14,244.69,6.2,0.0,0.0,19.0
0.43,0.234,242.38,2.0,0.0,2.0,1.0
0.334,0.0,247.29,1.4,0.0,0.0,0.0
0.42,0.362,245.8,2.2,0.0,1.0,1.0
0.636,0.094,237.46,2.6,0.0,2.0,1.0
1.888,0.288,240.58,8.0,0.0,0.0,22.0
3.688,0.0,236.86,15.4,0.0,38.0,17.0
4.564,0.064,240.27,19.0,0.0,0.0,18.0
0.348,0.118,241.02,1.4,0.0,0.0,1.0
0.42,0.226,241.91,2.0,0.0,0.0,1.0
0.418,0.098,234.59,2.0,0.0,0.0,0.0
0.318,0.056,243.28,1.4,0.0,0.0,0.0
0.542,0.0,242.56,2.2,0.0,0.0,0.0
0.608,0.054,244.51,2.6,0.0,0.0,0.0
0.26,0.126,241.31,1.2,0.0,0.0,0.0
2.956,0.108,237.81,12.4,0.0,0.0,17.0
2.916,0.104,242.38,12.0,0.0,0.0,18.0
1.378,0.0,239.62,5.6,2.0,0.0,17.0
0.32,0.22,239.78,1.6,0.0,1.0,1.0
2.122,0.33,239.64,8.8,0.0,0.0,30.0
4.048,0.068,242.57,16.6,0.0,0.0,18.0
0.342,0.0,241.16,1.6,0.0,0.0,0.0
1.75,0.284,239.06,7.4,0.0,3.0,19.0
3.19,0.17,235.93,14.0,10.0,37.0,0.0
0.332,0.168,234.09,1.6,0.0,1.0,0.0
2.196,0.108,237.16,9.2,0.0,0.0,18.0
1.26,0.0,238.1,5.2,0.0,0.0,17.0
1.674,0.374,242.01,7.0,1.0,1.0,1.0
0.304,0.11,241.82,1.2,0.0,0.0,0.0
0.964,0.198,240.43,4.0,0.0,5.0,0.0
0.144,0.0,240.58,0.6,0.0,0.0,1.0
0.338,0.094,245.07,1.4,0.0,0.0,1.0
0.41,0.204,238.22,1.8,0.0,1.0,1.0
2.48,0.31,241.65,10.2,0.0,0.0,1.0
0.18,0.0,243.85,0.8,0.0,0.0,0.0
1.356,0.0,242.92,5.6,0.0,0.0,18.0
0.352,0.168,242.93,1.6,0.0,1.0,1.0
0.54,0.108,241.22,2.2,0.0,0.0,1.0
1.472,0.056,241.68,6.0,0.0,0.0,18.0
1.912,0.208,236.56,8.0,2.0,1.0,18.0
1.638,0.166,242.14,6.8,0.0,0.0,19.0
0.242,0.0,241.61,1.0,0.0,0.0,0.0
1.354,0.078,242.17,5.6,0.0,0.0,18.0
1.704,0.288,238.52,7.2,0.0,2.0,18.0
0.488,0.208,242.38,2.2,0.0,1.0,1.0
1.896,0.226,240.08,8.0,1.0,0.0,1.0
0.622,0.498,236.43,3.4,0.0,1.0,0.0
1.324,0.0,241.04,5.4,0.0,0.0,18.0
0.384,0.12,244.05,1.6,0.0,0.0,1.0
1.486,0.204,239.81,6.2,0.0,0.0,19.0
3.96,0.08,244.98,17.8,0.0,0.0,0.0
1.236,0.0,241.55,5.0,0.0,0.0,18.0
1.214,0.716,239.91,6.2,0.0,0.0,1.0
0.278,0.0,240.25,1.2,0.0,0.0,1.0
1.138,0.27,245.59,4.8,0.0,0.0,0.0
1.338,0.096,239.64,5.6,1.0,0.0,19.0
3.214,0.164,238.54,13.4,0.0,20.0,0.0
1.566,0.062,242.42,6.4,0.0,0.0,18.0
1.344,0.05,240.92,5.6,0.0,0.0,18.0
0.222,0.128,243.21,1.0,0.0,1.0,1.0
0.866,0.186,242.33,3.6,0.0,0.0,0.0
0.214,0.074,232.49,1.0,0.0,0.0,0.0
1.408,0.0,238.33,6.2,0.0,0.0,15.0
0.428,0.338,241.17,2.4,0.0,1.0,0.0
0.102,0.0,238.88,0.4,0.0,0.0,0.0
0.278,0.138,242.62,1.2,0.0,0.0,1.0
0.128,0.0,237.47,0.6,0.0,0.0,0.0
0.954,0.0,235.72,4.0,0.0,0.0,1.0
1.408,0.074,234.26,6.0,0.0,1.0,17.0
1.374,0.046,239.33,5.8,0.0,0.0,18.0
0.262,0.07,238.33,1.2,0.0,0.0,1.0
2.214,0.34,240.26,9.2,0.0,1.0,0.0
0.326,0.1,241.16,1.4,0.0,2.0,1.0
2.572,0.0,243.41,10.4,40.0,0.0,0.0
0.22,0.112,241.15,1.0,0.0,0.0,0.0
1.828,0.062,239.32,7.6,1.0,2.0,18.0
0.698,0.452,233.77,3.6,0.0,3.0,0.0
0.186,0.0,242.19,0.8,0.0,0.0,1.0
0.3,0.11,241.18,1.2,0.0,0.0,0.0
0.252,0.126,245.59,1.2,0.0,0.0,1.0
1.444,0.178,241.96,6.0,0.0,1.0,0.0
0.336,0.126,242.71,1.4,0.0,1.0,0.0
0.434,0.062,240.36,1.8,0.0,2.0,0.0
0.304,0.084,239.69,1.2,0.0,2.0,0.0
1.846,0.068,241.94,7.6,0.0,1.0,18.0
0.844,0.062,240.35,3.4,0.0,0.0,1.0
0.33,0.25,243.18,1.6,0.0,1.0,0.0
0.222,0.12,240.33,1.0,0.0,1.0,0.0
1.198,0.0,238.15,5.0,0.0,0.0,18.0
0.95,0.29,240.68,4.2,0.0,0.0,12.0
2.48,0.0,238.78,10.4,0.0,0.0,18.0
0.766,0.288,240.35,3.4,0.0,1.0,0.0
0.212,0.0,240.33,1.0,0.0,0.0,0.0
1.624,0.064,242.33,6.8,0.0,1.0,18.0
1.27,0.046,239.04,5.2,0.0,0.0,18.0
0.198,0.122,243.01,1.0,0.0,1.0,0.0
0.178,0.0,244.25,0.8,0.0,0.0,1.0
0.24,0.09,242.12,1.0,0.0,0.0,1.0
0.442,0.09,241.62,2.0,0.0,0.0,1.0
0.38,0.174,242.38,1.8,0.0,1.0,0.0
0.238,0.138,242.33,1.0,0.0,0.0,1.0
0.19,0.116,241.07,0.8,0.0,1.0,0.0
1.36,0.166,238.13,5.6,0.0,2.0,17.0
0.33,0.112,243.02,1.4,0.0,0.0,0.0
2.612,0.376,237.53,11.2,1.0,3.0,18.0
1.84,0.346,242.01,7.6,0.0,1.0,1.0
3.926,0.0,238.16,16.4,38.0,0.0,0.0
0.138,0.0,240.05,0.6,0.0,0.0,1.0
0.386,0.126,239.67,1.6,0.0,0.0,1.0
0.708,0.314,240.52,3.2,0.0,2.0,1.0
0.262,0.064,242.97,1.0,0.0,0.0,0.0
1.246,0.1,234.04,5.2,0.0,0.0,17.0
0.284,0.0,248.08,1.2,0.0,0.0,0.0
0.21,0.108,242.6,1.0,0.0,0.0,1.0
1.494,0.088,241.97,6.2,0.0,0.0,18.0
1.218,0.0,241.77,5.0,0.0,0.0,19.0
0.27,0.0,247.1,1.0,0.0,0.0,0.0
0.322,0.078,244.01,1.4,0.0,0.0,0.0
1.614,0.122,240.39,6.6,0.0,0.0,18.0
0.37,0.336,238.44,2.0,0.0,1.0,1.0
0.964,0.436,241.75,4.4,0.0,1.0,11.0
1.608,0.306,242.41,6.8,0.0,0.0,12.0
0.21,0.102,242.89,1.0,0.0,0.0,1.0
0.494,0.362,244.33,2.6,0.0,1.0,1.0
1.356,0.0,243.0,5.6,0.0,0.0,18.0
0.204,0.0,239.81,1.0,0.0,0.0,0.0
0.252,0.27,240.18,1.4,0.0,1.0,1.0
4.57,0.238,236.88,19.4,0.0,33.0,17.0
4.406,0.052,236.96,18.6,0.0,0.0,17.0
0.292,0.0,242.71,1.2,0.0,0.0,0.0
0.308,0.116,242.66,1.4,0.0,0.0,0.0
0.234,0.12,240.85,1.0,0.0,0.0,1.0
0.8,0.28,240.11,3.4,0.0,4.0,0.0
0.138,0.0,242.38,0.6,0.0,0.0,1.0
0.218,0.0,241.45,0.8,0.0,0.0,1.0
0.224,0.062,248.5,1.0,0.0,0.0,0.0
1.744,0.052,241.85,7.2,0.0,0.0,18.0
0.378,0.084,239.11,1.6,0.0,0.0,0.0
0.77,0.118,242.09,3.2,0.0,0.0,1.0
0.442,0.068,241.25,1.8,0.0,1.0,1.0
4.156,0.422,233.11,18.0,1.0,24.0,29.0
3.542,0.118,236.02,15.0,0.0,37.0,17.0
1.518,0.204,241.1,6.4,0.0,1.0,18.0
0.306,0.0,242.51,1.2,0.0,0.0,1.0
1.578,0.204,239.28,6.6,1.0,0.0,19.0
0.244,0.106,241.92,1.0,0.0,1.0,1.0
0.236,0.0,248.83,1.0,0.0,0.0,0.0
0.378,0.084,243.61,1.6,0.0,0.0,1.0
1.702,0.088,239.77,7.0,0.0,0.0,17.0
0.354,0.084,242.78,1.6,0.0,2.0,0.0
0.428,0.232,240.85,2.0,0.0,1.0,1.0
0.29,0.096,240.9,1.2,0.0,1.0,0.0
0.162,0.132,237.48,0.8,0.0,1.0,1.0
1.824,0.398,236.73,7.8,1.0,0.0,17.0
1.364,0.226,240.49,5.6,0.0,1.0,19.0
0.638,0.052,239.84,3.0,0.0,0.0,10.0
0.18,0.152,240.75,0.8,0.0,0.0,1.0
1.454,0.084,242.14,6.0,0.0,0.0,18.0
0.896,0.238,238.96,3.8,0.0,0.0,0.0
1.272,0.082,236.28,5.4,0.0,0.0,0.0
2.662,0.382,238.75,11.2,0.0,0.0,0.0
0.694,0.182,240.84,3.0,0.0,1.0,1.0
0.356,0.084,245.02,1.4,0.0,0.0,0.0
1.324,0.056,237.71,5.6,0.0,0.0,18.0
0.262,0.102,241.44,1.2,0.0,0.0,1.0
1.626,0.0,235.4,6.8,0.0,0.0,1.0
2.824,0.108,233.91,12.6,0.0,24.0,17.0
0.388,0.096,240.86,1.6,0.0,0.0,1.0
5.418,0.194,235.46,23.0,36.0,2.0,23.0
0.32,0.252,240.42,1.6,0.0,2.0,1.0
1.73,0.08,237.05,7.2,0.0,0.0,18.0
0.248,0.098,235.05,1.2,0.0,0.0,0.0
0.152,0.124,241.5,0.8,0.0,0.0,1.0
0.226,0.1,238.75,1.0,0.0,0.0,0.0
0.218,0.0,241.04,0.8,0.0,0.0,1.0
1.504,0.164,238.85,6.2,1.0,1.0,18.0
0.082,0.0,242.58,0.2,0.0,0.0,0.0
1.298,0.0,242.13,5.2,0.0,0.0,18.0
1.496,0.116,247.49,6.0,0.0,0.0,19.0
0.204,0.104,243.8,0.8,0.0,0.0,0.0
1.312,0.052,243.21,5.4,0.0,0.0,0.0
0.324,0.08,241.81,1.4,0.0,2.0,0.0
0.188,0.0,235.94,0.8,0.0,0.0,0.0
0.37,0.0,244.14,1.6,2.0,0.0,0.0
0.25,0.0,243.65,1.0,0.0,0.0,1.0
1.156,0.072,231.36,5.0,0.0,0.0,17.0
3.196,0.504,240.38,13.4,0.0,1.0,1.0
1.002,0.272,244.16,4.2,0.0,2.0,12.0
0.238,0.0,245.06,1.0,0.0,0.0,0.0
0.37,0.146,240.56,1.6,0.0,0.0,0.0
0.264,0.0,244.95,1.2,0.0,0.0,1.0
1.804,0.072,247.45,7.2,0.0,1.0,19.0
0.332,0.0,243.65,1.4,0.0,0.0,0.0
0.208,0.084,229.08,1.0,0.0,0.0,0.0
1.706,0.146,246.96,6.8,0.0,0.0,19.0
0.426,0.204,240.93,2.0,0.0,0.0,1.0
0.312,0.088,246.29,1.2,0.0,0.0,0.0
